occurrenceID,materialEntityID,basisOfRecord,datasetName,institutionCode,catalogNumber,materialEntityCategory,materialEntityType,taxonID,scientificName,scientificNameAuthorship,originalNameUsage,higherClassification,locationID,locality,island,islandGroup,country,countryCode,decimalLatitude,decimalLongitude,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,associatedReferences,materialEntityRemarks,occurrenceRemarks,taxonRemarks,locationRemarks,dynamicProperties
MAS-SP-0209,MAS-SP-0209,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9406,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0210,MAS-SP-0210,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9407,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0211,MAS-SP-0211,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9408,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0212,MAS-SP-0212,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9409,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0213,MAS-SP-0213,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9410,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0214,MAS-SP-0214,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9411,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0215,MAS-SP-0215,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9412,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0216,MAS-SP-0216,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9413,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0217,MAS-SP-0217,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9414,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0218,MAS-SP-0218,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9415,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0219,MAS-SP-0219,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9416,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0220,MAS-SP-0220,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9417,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0221,MAS-SP-0221,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9418,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0222,MAS-SP-0222,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9419,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0223,MAS-SP-0223,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9420,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0224,MAS-SP-0224,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9421,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0225,MAS-SP-0225,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9422,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
MAS-SP-0226,MAS-SP-0226,FossilSpecimen,Mascarene Paleo Framework,NHMUK,PV R 9423,fossil,,,,,,,MAS-LOC-0007,Le Pouce,Mauritius,Mascarene Islands,Mauritius,MU,,,Holocene,Holocene,https://data.nhm.ac.uk/,Raw NHMUK database extract supplied by NHM; identification and fields not independently verified. Age retained as reported by NHM.,"Quaternary, Pleistocene. Caves, La Pouce Mountain, Mauritius. Exchange, University Museum of Zoology, Cambridge, 1919",,NHMUK mapping recorded 'La Pouce Mountain'. Hume (2007) uses Le Pouce and notes that Thirioux's precise collecting locality remains uncertain.,"{""evidenceConfidence"":""B"",""recordProvenanceClass"":""Direct museum record"",""sourceIDs"":[""MAS-SRC-0010""],""localityConfidence"":""B"",""localityType"":""mountain / valley fossil locality"",""verbatimAge"":""Holocene / subfossil"",""stratigraphicInformation"":""Precise collecting point unresolved; Hume (2007) reports Thirioux material from the side of Le Pouce valley.""}"
